Name,Date,Hour,StolenObject,PlaceDescription,Neighborhood,GeneralDescription,ModusOperandi
Michael Bruce,03/07/2022,08:49:54,Billetera,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Michelle Brown,01/15/2022,23:57:01,Bolso,En el centro de la ciudad,Tunjuelito,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Ashley Jackson,04/03/2022,10:13:38,Celular,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Jamie Kent,02/22/2022,00:09:34,Celular,En el centro de la ciudad,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Brian Smith,03/09/2022,19:35:15,Papeles,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Christina Holmes,04/28/2022,00:10:45,Vehiculo,Cerca a la universidad nacional de Colombia,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Megan Ferguson,05/31/2022,09:18:16,Bicicleta,Cerca a la universidad nacional de Colombia,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Danny Miles,08/03/2022,08:30:13,Bicicleta,En el centro de la ciudad,Fontibón,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Kenneth Daniels,04/16/2022,12:57:06,Bicicleta,En el centro de la ciudad,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Christopher Sanchez,02/23/2022,02:32:55,Bicicleta,Cerca a la universidad nacional de Colombia,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Nancy Martin,02/04/2022,14:56:27,Computador,En el centro de la ciudad,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Lisa Rasmussen,02/08/2022,14:00:58,Celular,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Heather Parker,04/20/2022,01:07:01,Celular,Cerca a la universidad nacional de Colombia,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Jennifer Greene,05/27/2022,14:13:05,Billetera,Cerca a la universidad nacional de Colombia,Teusaquillo,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Ms. Tammy Davis,07/12/2022,16:26:06,Computador,En el centro de la ciudad,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Tom Edwards,02/21/2022,01:15:10,Billetera,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Julie Chavez,06/07/2022,18:23:04,Computador,Cerca a la universidad nacional de Colombia,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Chad Perry,05/31/2022,13:29:04,Celular,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Brittany Jacobson,04/05/2022,20:58:47,Computador,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Jennifer Adams,02/28/2022,14:44:10,Vehiculo,En el centro de la ciudad,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Brenda Hunt,02/01/2022,10:23:46,Computador,En el centro de la ciudad,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Francisco Johnson,02/20/2022,21:38:36,Bolso,Cerca a la universidad nacional de Colombia,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Richard Stone,06/16/2022,13:08:12,Billetera,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Kristin Moon,07/29/2022,10:42:26,Celular,Cerca a la universidad nacional de Colombia,Teusaquillo,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
James Lara,02/24/2022,02:07:14,Vehiculo,En el centro de la ciudad,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Randy Kelley,01/08/2022,17:11:07,Vehiculo,Cerca a la universidad nacional de Colombia,Antonio Narino,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Michael Walker,07/06/2022,15:22:01,Bicicleta,En el centro de la ciudad,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Kristin Miller,06/22/2022,21:58:05,Celular,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Aaron Perez,06/01/2022,17:57:53,Papeles,Cerca a la universidad nacional de Colombia,La Candelaria,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Nicole Phillips,04/22/2022,05:58:03,Computador,En el centro de la ciudad,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Joel Banks,02/17/2022,20:02:19,Bicicleta,En el centro de la ciudad,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Curtis Ramirez,08/01/2022,23:15:31,Papeles,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Stacey Holmes,05/03/2022,04:23:09,Computador,Cerca a la universidad nacional de Colombia,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Reginald Waller,04/21/2022,03:47:48,Vehiculo,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Tiffany Garcia,01/24/2022,18:52:55,Bolso,Cerca a la universidad nacional de Colombia,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Cesar Carlson,01/09/2022,13:51:56,Billetera,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Matthew Harris,04/06/2022,01:33:37,Celular,En el centro de la ciudad,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
James Rogers,06/23/2022,08:20:00,Computador,En el centro de la ciudad,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Regina Greene,02/22/2022,10:38:01,Computador,Cerca a la universidad nacional de Colombia,Suba,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Jessica Alexander,04/15/2022,16:59:39,Billetera,En el centro de la ciudad,Ciudad Bolivar,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Edward Lewis,05/22/2022,00:11:29,Papeles,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Luis Martin,07/30/2022,05:06:34,Papeles,En el centro de la ciudad,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Ashley Lewis,05/28/2022,02:21:10,Billetera,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Meagan Vasquez,02/25/2022,05:50:18,Papeles,Cerca a la universidad nacional de Colombia,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Michelle Golden,02/18/2022,08:48:31,Bicicleta,En el centro de la ciudad,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Linda Young,02/12/2022,01:45:06,Bolso,Cerca a la universidad nacional de Colombia,Bosa,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Colleen Powell,01/11/2022,02:13:22,Computador,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
James Green,01/30/2022,23:36:48,Vehiculo,Cerca a la universidad nacional de Colombia,Sumapaz,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Michelle Mitchell,04/21/2022,12:23:03,Bicicleta,En el centro de la ciudad,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Melissa Holder,01/13/2022,13:33:58,Papeles,En el centro de la ciudad,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
David Lowery,07/09/2022,12:31:35,Papeles,Cerca a la universidad nacional de Colombia,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Harold Walker,07/27/2022,14:11:26,Billetera,En el centro de la ciudad,Usme,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Kimberly Gill,07/18/2022,09:43:30,Papeles,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Mrs. Jasmine Jones,07/10/2022,14:55:56,Papeles,Cerca a la universidad nacional de Colombia,Engativá,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Rachel Mayer,05/11/2022,15:43:23,Bolso,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Austin Brown,03/19/2022,14:09:15,Bicicleta,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Mark Zhang,03/30/2022,18:08:11,Bicicleta,Cerca a la universidad nacional de Colombia,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Bryan Miller,01/17/2022,19:33:47,Computador,En el centro de la ciudad,Tunjuelito,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Jeffrey Shepherd,03/31/2022,15:32:03,Bolso,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Lori Dominguez,03/06/2022,17:57:44,Vehiculo,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Susan Wilson,04/05/2022,11:43:26,Billetera,En el centro de la ciudad,Puente Aranda,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Jessica Knox,02/01/2022,14:52:51,Bicicleta,Cerca a la universidad nacional de Colombia,Los Martires,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Kayla Rodriguez,06/29/2022,02:56:59,Papeles,En el centro de la ciudad,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Lauren Cole,06/09/2022,02:35:34,Papeles,En el centro de la ciudad,Usaquen,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Casey Lucas,02/17/2022,08:49:03,Papeles,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Raymond Alvarez,05/23/2022,15:00:01,Celular,En el centro de la ciudad,Los Martires,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Ryan Garcia,02/17/2022,22:50:19,Computador,En el centro de la ciudad,Chapinero,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Mindy Nguyen,03/09/2022,12:20:50,Vehiculo,Cerca a la universidad nacional de Colombia,Puente Aranda,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Lisa Taylor,07/13/2022,22:55:49,Papeles,En el centro de la ciudad,San Cristobal,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Robert Nichols,06/01/2022,13:39:34,Celular,En el centro de la ciudad,Barrios Unidos,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Jane Rodriguez,02/18/2022,01:47:31,Vehiculo,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Amy Mcdaniel,02/09/2022,17:31:37,Billetera,Cerca a la universidad nacional de Colombia,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Jermaine Randall,03/31/2022,06:41:43,Computador,Cerca a la universidad nacional de Colombia,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Lisa Potter,06/22/2022,03:29:36,Celular,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Mrs. Rachel Moore,01/02/2022,22:43:03,Celular,En el centro de la ciudad,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jason Henderson,03/31/2022,06:12:08,Bolso,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Terri Tyler,01/27/2022,02:39:31,Bolso,En el centro de la ciudad,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Kirsten Savage,06/15/2022,20:27:08,Papeles,En el centro de la ciudad,Chapinero,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Martin Boyd,03/09/2022,22:17:57,Bicicleta,Cerca a la universidad nacional de Colombia,Tunjuelito,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Mary Salazar,02/05/2022,12:48:20,Computador,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jennifer Thornton,05/02/2022,01:39:36,Celular,En el centro de la ciudad,San Cristobal,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Mr. Joshua Andrews,03/30/2022,11:28:03,Bolso,Cerca a la universidad nacional de Colombia,Teusaquillo,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Rebecca Manning,05/26/2022,04:14:06,Billetera,Cerca a la universidad nacional de Colombia,La Candelaria,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Michael Brown,06/23/2022,17:46:03,Vehiculo,En el centro de la ciudad,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Jonathan Phelps,07/28/2022,02:20:24,Computador,Cerca a la universidad nacional de Colombia,Usaquen,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Nicole Tran,07/18/2022,00:15:22,Billetera,En el centro de la ciudad,Sabta Fe,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Danielle Brown,03/21/2022,07:48:18,Papeles,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Iba en transmilenio cuando me baje y no tenia mis elementos,Asalto A mano Armada
Brian Guerra,02/06/2022,17:20:06,Papeles,Cerca a la universidad nacional de Colombia,Chapinero,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
David Blair,01/28/2022,10:33:21,Bolso,Cerca a la universidad nacional de Colombia,Antonio Narino,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Samantha Gardner,02/13/2022,10:55:22,Celular,En el centro de la ciudad,Antonio Narino,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Virginia Schneider,02/16/2022,09:12:20,Billetera,Cerca a la universidad nacional de Colombia,Suba,Iba en transmilenio cuando me baje y no tenia mis elementos,Raponeo
Virginia Hicks,06/10/2022,17:27:04,Bicicleta,En el centro de la ciudad,Chapinero,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
James Phillips,07/13/2022,05:38:19,Computador,Cerca a la universidad nacional de Colombia,Kennedy,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Sean Matthews,06/30/2022,19:56:48,Bolso,En el centro de la ciudad,Fontibón,Iba en transmilenio cuando me baje y no tenia mis elementos,Cosquilleo
Wanda Copeland,06/07/2022,20:50:07,Bicicleta,Cerca a la universidad nacional de Colombia,Rafael Uribe Uribe,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Tony Thomas,07/28/2022,17:47:09,Computador,Cerca a la universidad nacional de Colombia,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
David Gutierrez,04/07/2022,01:06:26,Computador,En el centro de la ciudad,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Aaron Garza,04/24/2022,02:12:50,Bicicleta,Cerca a la universidad nacional de Colombia,Usme,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Raponeo
Chelsea Dennis,02/26/2022,16:54:44,Celular,Cerca a la universidad nacional de Colombia,Sumapaz,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
Jason Thompson,07/20/2022,19:25:41,Vehiculo,Cerca a la universidad nacional de Colombia,Bosa,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Asalto A mano Armada
Christopher Vaughan,06/17/2022,22:25:06,Bolso,Cerca a la universidad nacional de Colombia,Ciudad Bolivar,Estaba caminando cuando se me acercaron y me despojaron de mis elementos,Cosquilleo
